year,value,for_sale,comments,beanie_name
2014,1638.18,0,Dolor velit quaerat voluptatem voluptatem tempora labore porro,Grace
2018,1475.57,0,Quaerat velit voluptatem velit neque sit ipsum consectetur,Gracie
1981,1303.35,0,Etincidunt dolore consectetur etincidunt quisquam amet labore,Gracie
1991,1487.79,0,Adipisci magnam dolore amet,Gracie
1985,1981.90,0,Dolorem sed non dolore neque numquam modi,Graf von Rot
2006,738.34,0,Labore modi modi non,Gramps
2016,273.80,0,Numquam velit quisquam quiquia,Grams
2004,801.90,0,Quiquia dolor modi adipisci dolor dolore etincidunt amet,Grandad Dog
1987,1122.62,0,Labore ipsum modi ipsum ut est ipsum,Grandfather
2017,49.88,0,Ipsum quisquam aliquam consectetur sit numquam,Grandmother
1987,1210.78,0,Quaerat eius eius voluptatem quiquia etincidunt adipisci,Grandpa Pig
2013,331.48,0,Dolorem non quiquia dolor adipisci dolor quisquam sed,Grape Ice
2010,1406.44,0,Ipsum non dolore ut eius velit,Gratefully
2019,1516.47,0,Sit magnam quiquia est ut est tempora labore,Gravy
2002,1927.14,0,Tempora sit magnam velit etincidunt est velit labore,Green
2000,1006.01,0,Dolorem dolore amet dolore numquam non quaerat labore,Green Bay Packers
1986,1527.69,0,Consectetur labore quisquam sit consectetur quiquia amet,Greetings
1991,726.38,0,Etincidunt neque magnam sed amet eius quisquam,Greg Biffle #16
2005,1588.00,0,Quaerat aliquam magnam etincidunt sed sit velit dolorem,Gretel
1989,398.73,0,Amet modi adipisci voluptatem,Grizzwald
2007,720.40,0,Voluptatem quisquam porro magnam,Groom
2011,1257.86,0,Eius tempora ut quaerat quiquia quiquia,Groot
2011,473.96,0,Labore adipisci voluptatem porro est dolore,Groovey
1982,1973.54,0,Dolore quaerat numquam numquam non adipisci dolorem,Groovy
2017,685.36,0,Dolore tempora sit voluptatem voluptatem,Groowwl
1987,1576.91,0,Non ipsum tempora dolore,Grumbles
2005,1950.66,0,Labore numquam labore voluptatem est quisquam dolor,Grunt
1997,367.45,0,Dolore quiquia modi adipisci magnam ipsum quisquam sit,Guam
1982,487.84,0,Quisquam aliquam tempora ipsum magnam amet dolorem amet,Gully
2014,1491.14,0,Eius quisquam non dolore etincidunt magnam tempora,Gunter
2002,816.87,0,Est amet ipsum neque sit dolor dolor ut,Gus
2005,891.48,0,Magnam consectetur porro ipsum magnam,Gus
2015,1859.83,0,Consectetur ut sed dolor,Gus
2007,1551.91,0,Etincidunt labore dolor quiquia tempora amet quaerat,Gussy
1998,1502.72,0,Dolore eius aliquam sed numquam,Gylfie
2008,1981.75,0,Aliquam etincidunt amet est neque aliquam,Gypsy
2013,811.36,0,Amet velit amet voluptatem quisquam labore magnam,HELLO KITTY SERIES
2019,1820.47,0,Numquam aliquam ipsum quisquam quaerat numquam neque dolor,HERO
2003,280.74,0,Quaerat voluptatem dolorem voluptatem quaerat neque neque non,HERO
2004,1060.65,0,Tempora dolorem labore modi dolorem,HERO
1987,217.64,0,Etincidunt eius dolor sed velit dolor non dolorem,HUMONGOUSAUR
2011,1112.44,0,Ipsum non consectetur ipsum tempora,Hairy
1995,1555.63,0,Velit amet dolore quaerat,Halo
1987,246.89,0,Sit velit numquam amet numquam velit ipsum neque,Halo II
1996,1805.69,0,Velit est quaerat est labore sit porro,Hamish
2003,1902.89,0,Porro amet dolorem porro velit eius,Hamlet
2010,190.42,0,Ipsum consectetur dolorem voluptatem ipsum quisquam dolore,Hamley
1980,243.27,0,Quaerat tempora amet ipsum velit aliquam labore quisquam,Hannah
1998,1419.66,0,Quisquam eius dolore eius quiquia velit numquam amet,Hansel
1998,852.26,0,Tempora adipisci ipsum amet dolorem modi quiquia,Happily
2018,920.39,0,Etincidunt quiquia numquam tempora modi dolor,Happy
2006,1540.60,0,Quiquia ut sed adipisci consectetur velit tempora neque,Happy
1994,656.98,0,Sit dolorem consectetur adipisci aliquam,Happy Birthday
1994,425.32,0,Quisquam modi labore quisquam consectetur,Happy Birthday
2014,381.74,0,Adipisci tempora labore amet quisquam amet neque eius,Happy Birthday
2017,667.59,0,Aliquam ut velit dolorem est aliquam ipsum modi,Happy Birthday
1985,1338.54,0,Adipisci sed modi non est sit quaerat,Happy Birthday
1984,1377.98,0,Numquam magnam dolore dolor amet ut dolorem,Happy Birthday
1996,204.71,0,Modi est non velit sed,Happy Birthday
1992,1856.34,0,Numquam numquam ut numquam amet velit eius,Happy Birthday
2015,718.29,0,Quiquia labore velit neque voluptatem sit,Happy Birthday
1987,1578.26,0,Consectetur aliquam tempora dolorem,Happy Birthday
1993,966.72,0,Tempora quisquam amet quisquam,Happy Birthday
2003,1828.65,0,Non ipsum numquam quiquia dolorem quisquam magnam tempora,Happy Birthday Dora
1991,281.25,0,Etincidunt dolore dolorem dolorem labore,Happy Birthday Sock Monkey
2016,233.21,0,Quiquia modi labore aliquam numquam amet,Happy Hanukkah
1991,1496.54,0,Etincidunt quiquia amet consectetur,Happy Hanukkah
1991,1105.39,0,Labore voluptatem ut labore etincidunt,Happy Holidays
1980,155.27,0,Dolor dolore amet quisquam,Happy Holidays
1995,279.97,0,Porro velit tempora consectetur eius quiquia ut dolor,Happy Holidays
1984,135.74,0,Quaerat tempora ut dolorem consectetur non,Hark
1982,564.52,0,Ipsum ipsum amet etincidunt eius numquam,Hark
2018,328.92,0,Consectetur neque ipsum amet adipisci aliquam velit,Hark
2019,1273.41,0,Porro labore porro aliquam,Harold
1993,1897.04,0,Neque amet est velit amet tempora aliquam,Harper
2006,1994.97,0,Sit modi ipsum quaerat non numquam consectetur,Harrison
2015,1419.21,0,Tempora etincidunt neque magnam eius tempora,Harry
1980,831.16,0,Est eius quaerat quiquia,Harvester
1997,1701.44,0,Numquam ut quisquam magnam non non,Haunt
2012,244.42,0,Dolorem dolore dolorem non quaerat adipisci velit,Haunt
1988,1006.37,0,Modi ut quisquam modi numquam est porro non,Haunted
1991,117.91,0,Dolor dolorem non sed etincidunt velit porro,Haunting
2008,326.31,0,Voluptatem amet magnam eius,Haunts
2003,941.01,0,Sit sed dolorem labore labore sed,Hawaii
1986,679.56,0,Quaerat quisquam ut sit numquam labore consectetur,Hawthorne
1996,864.45,0,Porro magnam porro est numquam quiquia eius magnam,He Shoots He Scores
2000,1371.56,0,Amet amet consectetur labore quaerat dolor eius quiquia,Heart
1989,760.24,0,Ut ipsum dolor quisquam quaerat,Heartbear Hotel
2019,1271.41,0,Quiquia non tempora voluptatem dolor,Heartbeat
2001,1041.95,0,Quiquia velit ut dolorem,Heartland
2006,630.98,0,Porro porro dolor aliquam labore voluptatem eius etincidunt,Heartley
1998,925.08,0,Sed non eius neque,Hearts
2005,1918.81,0,Numquam quaerat labore neque,Hearts
1994,1493.99,0,Adipisci etincidunt etincidunt porro adipisci,Hearts
2000,787.63,0,Voluptatem eius amet voluptatem ipsum velit aliquam,Heartthrob
2003,828.62,0,Eius ut dolore dolor sed dolor,Heather
1982,1890.04,0,Consectetur quaerat dolor adipisci quisquam dolore velit sed,Heavenly
2007,925.35,0,Sed sed quisquam porro,Heiress
1990,109.04,0,Dolore dolor sed tempora,Hello Kitty
2018,1034.85,0,Quisquam neque adipisci dolorem quisquam porro,Hello Kitty
1996,1502.70,0,Magnam neque etincidunt neque velit dolore,Hello Kitty
1980,1511.22,0,Quaerat est velit labore tempora consectetur,Hello Kitty
1999,1925.21,0,Labore aliquam eius sit est voluptatem,Hello Kitty
2005,565.05,0,Ipsum magnam sed sit eius amet,Hello Kitty
2001,109.69,0,Aliquam consectetur dolorem voluptatem,Hello Kitty
2007,700.85,0,Non dolor sed ipsum est,Hello Kitty
2008,824.06,0,Ut neque quaerat ipsum ut,Hello Kitty
2007,1710.98,0,Ut neque consectetur consectetur,Hello Kitty
1999,1829.63,0,Sit dolor ut non ipsum quisquam modi,Hello Kitty
1992,992.43,0,Modi tempora amet etincidunt dolorem est dolor neque,Hello Kitty
1986,842.54,0,Aliquam sit labore dolor dolore amet,Hello Kitty
1981,1155.20,0,Quaerat velit magnam modi sed numquam est,Hello Kitty
1993,1544.09,0,Labore modi neque labore adipisci,Hello Kitty
2008,226.59,0,Consectetur adipisci dolorem dolorem ut,Hello Kitty
1992,549.98,0,Neque aliquam consectetur sit adipisci sit sit,Hello Kitty
1995,907.89,0,Tempora dolorem dolor etincidunt aliquam quisquam aliquam eius,Hello Kitty
2003,1203.00,0,Consectetur dolorem dolorem modi quisquam,Hello Kitty
2017,1168.30,0,Aliquam dolor dolore tempora amet,Hello Kitty
1993,1425.67,0,Labore sit velit dolore sed amet,Hello Kitty
1990,413.65,0,Dolorem numquam porro labore,Hello Kitty
2004,1567.63,0,Porro tempora ut dolor porro labore quiquia,Hello Kitty
2006,1141.79,0,Consectetur dolore modi porro,Hello Kitty
2017,1159.40,0,Velit est numquam voluptatem consectetur dolorem,Hello Kitty
1987,434.95,0,Magnam dolor etincidunt porro amet porro aliquam,Hello Kitty
1996,1085.40,0,Numquam amet dolore sit modi dolorem porro adipisci,Hello Kitty
2019,636.00,0,Numquam consectetur ut labore dolore quiquia voluptatem,Hello Kitty
1988,1839.72,0,Tempora ipsum neque neque,Hello Kitty
2006,468.33,0,Amet voluptatem quisquam velit porro non quiquia,Hello Kitty
1996,412.25,0,Est porro amet quisquam,Hello Kitty
2018,1767.86,0,Numquam dolore dolor adipisci labore porro,Hello Kitty
2019,969.01,0,Dolor amet aliquam quaerat labore,Hello Kitty
1980,178.08,0,Magnam aliquam consectetur eius adipisci consectetur numquam modi,Hello Kitty
2003,299.83,0,Neque voluptatem dolorem voluptatem labore quaerat,Hello Kitty
1996,972.27,0,Sed adipisci adipisci magnam dolore sed,Hello Kitty
2014,984.24,0,Porro modi voluptatem dolor dolorem non,Hello Kitty
2007,902.35,0,Voluptatem ut labore neque numquam,Hello Kitty
2010,1630.24,0,Porro quaerat neque labore amet aliquam quisquam sit,Hello Kitty
1983,1747.76,0,Voluptatem magnam porro consectetur modi quisquam quisquam velit,Hello Kitty
2008,361.12,0,Neque est voluptatem dolorem neque est,Hello Kitty
1999,1908.26,0,Dolorem dolor modi adipisci porro,Hello Kitty
2006,441.55,0,Consectetur magnam tempora numquam voluptatem neque ut dolor,Hello Kitty
1988,438.12,0,Non quisquam labore sed dolorem voluptatem,Hello Kitty
2011,1164.68,0,Tempora amet dolor est dolorem sed,Hello Kitty
2010,1280.70,0,Neque sed numquam quisquam velit porro,Hello Kitty
1980,423.33,0,Sed amet sit dolor,Hello Kitty
2017,179.32,0,Labore dolor dolorem voluptatem magnam etincidunt,Hello Kitty
1983,31.31,0,Voluptatem ipsum velit numquam,Hello Kitty
2000,686.31,0,Neque amet voluptatem ipsum ipsum,Hello Kitty
2019,858.65,0,Quiquia porro magnam amet sit sed aliquam,Hello Kitty
1988,589.96,0,Est voluptatem consectetur porro tempora eius ipsum,Hello Kitty
1988,747.20,0,Dolore adipisci dolorem est dolorem,Hello Kitty
2013,1161.67,0,Dolorem voluptatem etincidunt quaerat magnam numquam magnam,Hello Kitty
1985,1692.99,0,Modi sed sit sed sit,Hello Kitty
1985,1268.68,0,Numquam etincidunt labore eius consectetur sit eius porro,Hello Kitty
1982,622.49,0,Labore eius porro est,Hello Kitty
1980,1176.95,0,Sed dolorem dolor eius,Hello Kitty
2011,327.01,0,Dolor magnam porro velit,Hello Kitty
1982,991.60,0,Est dolore quisquam est voluptatem,Hello Kitty
1986,1750.05,0,Adipisci velit tempora modi voluptatem aliquam amet,Hello Kitty
1990,1476.00,0,Porro quiquia labore porro,Hello Kitty
1994,1807.49,0,Sed sit quisquam dolore est,Hello Kitty
1995,1820.05,0,Eius non amet amet labore,Hello Kitty
1996,804.14,0,Modi consectetur dolor ut dolorem consectetur labore,Hello Kitty
1993,1212.34,0,Velit quisquam modi adipisci,Hello Kitty
1985,994.44,0,Amet adipisci ipsum ipsum,Hello Kitty
2016,640.99,0,Quaerat dolore quaerat dolor porro est numquam,Hello Kitty
1986,1505.66,0,Quaerat aliquam quaerat est ut quaerat adipisci consectetur,Hello Kitty
1981,807.06,0,Consectetur quaerat sit ut sed,Hello Kitty
2008,638.57,0,Adipisci non sed porro porro porro quaerat porro,Hello Kitty
2003,1466.56,0,Magnam numquam est quiquia porro etincidunt velit aliquam,Hello Kitty
1985,1639.48,0,Dolor dolore quisquam amet modi non consectetur,Hello Kitty
1992,211.92,0,Ut magnam quiquia dolore numquam,Hello Kitty
1989,636.49,0,Quiquia ut etincidunt etincidunt aliquam ut etincidunt,Hello Kitty
2011,386.51,0,Quiquia est etincidunt numquam non sit sed,Hello Kitty
2010,622.63,0,Amet ut aliquam neque,Hello Kitty
2013,6.78,0,Dolorem etincidunt non quisquam numquam,Hello Kitty
2006,72.23,0,Amet quisquam porro voluptatem etincidunt est,Hello Kitty
1982,1855.14,0,Sit dolorem sit tempora non quisquam tempora,Hello Kitty
2007,1021.46,0,Etincidunt tempora ipsum sit aliquam aliquam etincidunt,Hello Kitty
1987,790.56,0,Amet tempora quisquam aliquam magnam voluptatem non,Hello Kitty
2005,1769.59,0,Neque voluptatem labore porro dolor,Hello Kitty
1980,1348.44,0,Ipsum dolorem sit voluptatem quaerat voluptatem quisquam consectetur,Hello Kitty
2003,882.49,0,Dolore porro voluptatem consectetur numquam dolorem numquam magnam,Hello Kitty
1980,762.39,0,Porro aliquam neque numquam modi,Hello Kitty
2017,1564.03,0,Amet sit dolor neque numquam,Hello Kitty
2001,361.84,0,Porro etincidunt consectetur ipsum,Hello Kitty
2006,1025.22,0,Sit voluptatem sit quaerat est,Hello Kitty
1990,361.76,0,Ut adipisci modi dolorem consectetur dolor quaerat,Hello Kitty
1987,544.11,0,Sit numquam sed voluptatem tempora,Hello Kitty
2010,1754.89,0,Dolor amet adipisci sed aliquam adipisci sit,Hello Kitty
2016,1912.79,0,Consectetur eius amet etincidunt etincidunt sed etincidunt aliquam,Hello Kitty
2016,385.48,0,Ipsum quiquia etincidunt amet etincidunt quiquia,Hello Kitty
1987,1844.27,0,Sed neque voluptatem quiquia est,Hello Kitty
1988,468.19,0,Etincidunt numquam aliquam porro dolor quaerat dolore adipisci,Hello Kitty
1984,931.82,0,Dolorem aliquam ut ut ut est magnam,Hello Kitty
1999,878.06,0,Voluptatem quiquia non adipisci est velit,Hello Kitty
1988,349.49,0,Ut quiquia ipsum quiquia porro est porro,Hello Kitty
2013,1646.69,0,Amet voluptatem dolorem voluptatem magnam tempora porro,Hello Kitty
2002,1770.33,0,Neque sed tempora numquam modi voluptatem eius sit,Hello Kitty
1993,1467.30,0,Sit modi eius eius ipsum neque,Hello Kitty
1991,1280.97,0,Labore tempora amet quaerat sit modi,Hello Kitty
1988,1517.58,0,Etincidunt non sed quiquia non,Hello Kity
2001,908.34,0,Sit non dolore quiquia aliquam aliquam quiquia,Henley
1994,1906.74,0,Velit labore sed etincidunt aliquam quisquam,Henry
1997,206.26,0,Quiquia magnam sit est est tempora voluptatem,Herald
1993,1605.74,0,Velit voluptatem etincidunt quiquia,Herbert
1995,959.59,0,Aliquam numquam magnam non modi,Herder
1996,52.78,0,Modi quiquia neque magnam eius dolorem,Hero
2019,1361.99,0,Dolor sed dolor neque neque numquam eius dolorem,Hero Lightning McQueen
2014,1466.53,0,Modi numquam labore dolorem ut ut,Hers
1985,1515.86,0,Neque adipisci quisquam adipisci labore sed labore,Herschel
1987,862.77,0,Quisquam dolorem porro etincidunt,Hikari
1991,1274.92,0,Voluptatem eius adipisci labore modi,Hikari
2003,1153.70,0,Sit consectetur ut adipisci dolore numquam,Hippie
2019,1909.97,0,Numquam adipisci porro tempora eius,Hippily
2002,783.52,0,Non dolorem est neque dolor dolorem sed,Hippity
1983,967.16,0,Dolore neque amet est adipisci consectetur consectetur numquam,Hippity
2005,1664.32,0,Amet neque labore magnam est neque,His
2018,495.65,0,Etincidunt dolor sed ipsum aliquam modi ipsum ut,His Majesty
1985,1054.08,0,Porro dolorem neque voluptatem porro quiquia,Hissy
1998,1845.32,0,Quaerat adipisci dolore amet magnam eius,Ho Ho Ho
2011,1964.06,0,Adipisci sed etincidunt adipisci,Hobo
1992,1614.79,0,Aliquam est etincidunt numquam voluptatem,Hocus
1996,1121.87,0,Amet amet modi dolorem sit aliquam quiquia,Hodge
1994,1424.27,0,Dolore quisquam neque adipisci porro amet quaerat modi,Hodges
1980,104.09,0,Magnam dolore adipisci quisquam,Hoho
2006,1059.34,0,Magnam porro dolorem labore amet,Holidays
2009,1293.95,0,Est dolor quiquia quaerat velit dolor dolorem sit,Hollydays
2010,1575.60,0,Ut ipsum adipisci non amet labore etincidunt,Hollyhorse
2003,893.49,0,Est adipisci est quaerat non,Holmes
1996,898.04,0,Etincidunt est quiquia etincidunt quiquia non labore numquam,Holy Father
1990,1998.68,0,Quiquia etincidunt velit adipisci labore,Homeland
2013,1525.42,0,Consectetur amet quaerat sed quiquia sed,Honey
2007,1301.47,0,Est amet consectetur adipisci amet ut,Honey
1998,1456.93,0,Tempora velit dolore quisquam eius porro,Honey
2019,1263.83,0,Dolor porro labore voluptatem porro velit,Honey
1994,541.49,0,Neque labore tempora ipsum quisquam sed eius magnam,Hong Kong Toy Fair 2010
2000,1614.69,0,Quaerat amet aliquam porro consectetur numquam magnam,Hong Kong Toy Fair 2011
1984,1734.05,0,Sit quisquam labore quisquam sed modi,Hong Kong Toy Fair 2012
2011,1762.56,0,Porro quisquam sed dolor etincidunt dolore quaerat,Hong Kong Toy Fair 2013
2009,1499.69,0,Velit dolorem amet labore non etincidunt,Hong Kong Toy Fair 2017
2006,269.46,0,Amet dolorem aliquam eius,Hong Kong Toy Fair 2017
1999,1994.42,0,Magnam dolore quaerat numquam,Hong Kong Toy Fair 2018
1995,821.91,0,Neque labore quiquia quisquam,Honker
1995,99.77,0,Ut sed porro quiquia neque amet aliquam eius,Honks
2013,1812.22,0,Porro ipsum dolor porro,Honor Roll
1988,859.65,0,Magnam dolor neque magnam,Honors
1999,652.13,0,Non labore amet dolor labore,Hoodwink
1995,343.59,0,Labore voluptatem sed numquam consectetur non dolorem,Hoofer
1982,1083.26,0,Consectetur neque etincidunt aliquam dolor dolore labore dolorem,Hoops
2014,516.25,0,Est sed porro amet quisquam ipsum,Hoot
2016,201.33,0,Magnam quiquia quiquia ipsum non quisquam ipsum sed,Hootsey
1986,894.44,0,Labore eius dolorem sit porro,Hope
1981,1909.62,0,Velit quiquia porro etincidunt etincidunt est magnam,Hope
2015,1509.21,0,Consectetur adipisci tempora numquam non,Hopper
2016,1145.17,0,Dolore modi non modi numquam dolor eius amet,Hoppily
2004,491.41,0,Tempora aliquam quisquam aliquam ipsum neque etincidunt quiquia,Hoppington
2003,1070.75,0,Quisquam adipisci numquam labore etincidunt dolorem non,Hoppity
2007,1363.40,0,Porro magnam modi non magnam velit,Hoppity
1995,931.02,0,Labore sit voluptatem quiquia,Hopson
1998,1751.84,0,Dolorem dolorem quisquam adipisci modi dolore,Hopsy
2016,1152.39,0,Sit numquam amet magnam sed non labore,Hornsly
1994,1933.09,0,Labore ut numquam consectetur est quaerat,Horse
2004,808.79,0,Ut sit porro ipsum numquam tempora,Houston
2008,1942.50,0,Ut dolore velit quisquam neque,Houston
1995,208.36,0,Sed quiquia quiquia neque tempora etincidunt dolor eius,Howl
2004,188.72,0,Voluptatem etincidunt quisquam adipisci aliquam dolore,Howlidays
2013,1544.12,0,Sed consectetur quaerat adipisci modi,Hugamus
1987,348.40,0,Sit neque numquam sit,Huggins
1990,946.66,0,Non ipsum adipisci dolor quisquam modi,Huggy
1989,561.50,0,Modi dolor dolorem consectetur dolor ut quiquia neque,Hugsy
2017,123.14,0,Porro tempora dolor etincidunt quisquam non,Hulk
1987,1259.46,0,Dolore etincidunt aliquam dolor consectetur,Humphrey
2000,1445.18,0,Quisquam numquam dolore quiquia dolorem,Huntley
2007,376.79,0,Numquam eius aliquam adipisci,Hutch Clutch
2001,350.93,0,Sed eius voluptatem eius adipisci,Hutches
1991,1547.50,0,Quisquam est ipsum sit,Hydrant
2019,71.35,0,Dolor voluptatem numquam eius non labore,Hydrant
1999,495.09,0,Adipisci adipisci sed non dolor,I love Japan
1996,792.03,0,Adipisci dolorem adipisci numquam est aliquam,I love Japan
1988,1184.38,0,Modi amet dolorem dolor dolorem,Icebox
1989,1707.76,0,Sed adipisci quiquia ut porro quiquia sed,Icecubes
2005,76.46,0,Dolore labore quiquia adipisci amet tempora,Icepack
1997,1626.18,0,Aliquam porro amet etincidunt ut quisquam quisquam,Icing
1989,292.86,0,Porro quisquam est non adipisci amet labore,Ida
1998,1085.43,0,Velit quaerat sed sit,Iggy
1997,1808.20,0,Sed consectetur ut est,Igloo
2011,675.78,0,Non voluptatem numquam ut non porro neque neque,Igloo
2011,1408.75,0,Adipisci numquam porro sit,Illinois
1996,1763.25,0,Ipsum ipsum neque dolor dolorem adipisci dolore,Illinois Violet
2012,319.26,0,Magnam consectetur etincidunt quiquia sed,Inch
1980,1151.08,0,Dolore quiquia dolorem magnam eius voluptatem,Inch
1984,1574.43,0,Voluptatem modi porro quaerat,Independence
1989,1419.04,0,Quaerat quisquam dolor est,Independence
2010,276.34,0,Amet quaerat sit labore,Independence
1993,1996.38,0,Quiquia labore etincidunt sit labore porro velit,India
2012,45.82,0,Etincidunt tempora quiquia quiquia voluptatem eius velit,Inky
2003,1781.62,0,Aliquam sed dolore etincidunt quisquam modi velit etincidunt,Inky
2019,1366.80,0,Quaerat quisquam amet est eius,Inky
1983,1382.51,0,Eius non tempora voluptatem adipisci,Ireland
2005,418.65,0,Porro sed dolorem sed,Iron Man
2012,1946.65,0,Velit aliquam dolor neque ipsum sit,Issy
2006,1937.68,0,Ipsum dolorem ipsum sed velit labore voluptatem velit,Issy
2001,1849.45,0,Non neque ut est ut,Ivory
2011,1521.76,0,Ut neque numquam porro quisquam voluptatem,J.J. Yeley #18
1994,172.76,0,Etincidunt quisquam amet labore quisquam adipisci amet,JET RAY
2007,1620.87,0,Est dolorem porro porro ipsum est,Jabber
2003,1469.65,0,Ut adipisci neque sit dolore neque,Jack
1995,1106.01,0,Consectetur sit labore voluptatem sit,Jack
1994,1670.46,0,Velit sed etincidunt dolorem,Jaden
2009,503.82,0,Quiquia ad dd0279eb53d5768b9a7da70e2722e452 nt ipsum,Jailbreak
1986,385.64,0,Porro etincidunt adipisci est est dolorem est velit,Jake
1996,566.09,0,Sit dolore sed eius aliquam,Janglemouse
2000,976.78,0,Aliquam aliquam neque numquam quisquam,January
1998,1453.61,0,Quisquam sed ut ipsum sit dolor ut quisquam,January
2003,1948.81,0,Adipisci labore adipisci dolor aliquam,Japan
1982,1864.39,0,Dolorem quisquam dolore numquam dolor est sed adipisci,Jaz
2019,1655.80,0,Eius eius labore amet aliquam aliquam,Jeanette
2011,603.59,0,Amet porro numquam non sit adipisci quaerat est,Jeepers
2011,1901.32,0,Porro quisquam dolor magnam eius labore,Jeff Burton No. 31
1986,551.04,0,Sed non labore porro modi,Jeff Gordon #24
1981,117.96,0,Est dolorem non aliquam,Jemima Puddle Duck
2011,1406.03,0,Magnam sit ut quaerat voluptatem est,Jerry
2005,1347.32,0,Est sed non sed tempora sit est tempora,Jersey
1980,1258.96,0,Velit adipisci sit amet,Jester
1982,222.54,0,Amet labore dolore labore quiquia sit labore adipisci,Jimbo
2008,1836.56,0,Neque sed etincidunt eius dolorem,Jimmie Johnson #48
1983,267.73,0,Est sit neque modi,Jinglemouse
1999,13.04,0,Ut dolor dolor quaerat,Jinglepup
2012,1936.95,0,Quisquam sit quiquia porro tempora voluptatem quisquam,Jinxed
2008,745.53,0,Neque porro quaerat magnam velit,Jinxy
2001,553.71,0,Tempora velit velit amet modi etincidunt velit ipsum,Joaquim
2009,600.42,0,Modi ut quiquia amet quisquam eius,John
1991,1758.57,0,Voluptatem dolore voluptatem sit,Johnny
1985,1140.32,0,Quaerat porro sit consectetur tempora est quisquam dolor,Johnny
1992,1270.55,0,Numquam neque aliquam sed labore non,Jokester
1994,1541.16,0,Aliquam sit velit quisquam modi,Jolly
2008,439.81,0,Ut consectetur dolorem quisquam sit consectetur magnam,Joy
2003,314.01,0,Sed ut non quiquia neque dolorem quaerat,Joyful
2000,568.36,0,Adipisci non dolorem labore dolor,Joyous
1993,433.43,0,Sed non porro neque quiquia,Jubilant
1981,517.79,0,Est ut dolorem magnam quisquam,Jubilant
1983,968.62,0,Consectetur sit labore dolorem est eius,Juggles
1985,340.05,0,Dolore labore dolor quiquia sed sit dolor,July
1993,705.33,0,Sed porro ut etincidunt est non sed,July
1982,388.69,0,Amet quiquia voluptatem modi aliquam labore amet,Jumper
1986,1457.44,0,Ut ut sed labore tempora eius sed,Jumps
1983,19.95,0,Quaerat adipisci sed quaerat,Jumpshot
2005,1334.62,0,Amet amet etincidunt quisquam quisquam aliquam,June
1981,567.49,0,Numquam sit consectetur consectetur magnam,June
2017,780.09,0,Magnam labore numquam quiquia non dolor sed porro,Juneau
2012,32.40,0,Magnam voluptatem quaerat labore,Jungle
2003,494.73,0,Sed neque ut numquam consectetur velit,Junglelove
2003,1683.08,0,Sed non quaerat velit sed voluptatem porro,Jurgen
2012,1252.18,0,Quiquia ut quisquam est dolore quisquam labore,KISS
1994,80.69,0,Dolorem consectetur quaerat neque consectetur eius eius dolorem,Kaleidoscope
2002,809.09,0,Est ipsum dolore dolor dolor labore quaerat,Kanata
1989,1162.53,0,Velit adipisci ipsum quiquia adipisci eius modi est,Kansas
1996,234.31,0,Porro aliquam quisquam quaerat quiquia ipsum consectetur,Kansas City
2016,724.26,0,Tempora eius magnam neque non quisquam voluptatem magnam,Kansas Sunflower
1983,248.90,0,Dolor porro sit labore labore,Kasey Kahne #9
1988,60.10,0,Neque magnam neque non consectetur amet voluptatem,Kermit
1986,748.61,0,Neque sit etincidunt ut sed dolorem,Kernow
2010,1867.30,0,Dolore voluptatem porro quisquam eius voluptatem amet,Kernow
2017,812.22,0,Magnam magnam consectetur eius neque etincidunt,Keroppi
2001,1041.36,0,Non sed porro modi quaerat eius ut,Kevin Harvick No. 29
1997,925.29,0,Quiquia est porro etincidunt porro etincidunt,Khufu
2005,170.95,0,Quiquia dolorem ipsum dolore dolor dolore,Kia Ora
2007,1548.73,0,Velit est quisquam adipisci magnam numquam non,Kicks
1990,1980.18,0,Eius consectetur quisquam labore sit,Killarney
1996,1139.65,0,Velit sed consectetur dolorem quaerat amet est adipisci,King
1986,712.64,0,Quiquia dolorem amet numquam quaerat neque est,King Julien
2012,254.20,0,Non quaerat dolorem consectetur sit dolorem aliquam est,Kion
2005,1831.16,0,Modi sit eius consectetur modi,Kippy
1987,30.09,0,Consectetur etincidunt neque magnam quiquia tempora,Kirby
2017,1434.82,0,Adipisci dolorem non eius neque sit modi,Kiss Hello Kitty
2007,1387.64,0,Amet dolor dolor dolorem adipisci eius etincidunt aliquam,Kiss Hello Kitty
2017,1714.09,0,Non tempora porro neque eius quisquam,Kiss Hello Kitty
1981,1964.85,0,Dolore porro non adipisci sed neque,Kiss Hello Kitty
1981,1922.94,0,Velit dolore sed aliquam adipisci,Kiss
1997,651.87,0,Magnam magnam eius dolore dolore labore ipsum magnam,Kissable
1993,976.51,0,Neque quaerat tempora tempora quisquam,Kisses
1999,1637.37,0,Consectetur ipsum dolor porro tempora quisquam sed neque,Kissme
1984,1784.65,0,Numquam est ut modi,Kissy
2018,416.65,0,Neque neque labore porro quisquam voluptatem est sit,Kiwi
1983,194.19,0,Sit numquam quaerat porro numquam,Kiwiana
2006,1890.77,0,Dolore adipisci etincidunt adipisci ipsum,KnOWLedge
1997,1503.64,0,Tempora consectetur quaerat porro quisquam magnam tempora amet,Knuckles
1988,748.55,0,Non dolor aliquam ut,Kookie
2001,886.02,0,Aliquam etincidunt neque voluptatem ut amet,Kookoo
1980,459.97,0,Quaerat sit voluptatem dolorem ut,Kooky
