1.1.1.1,1.1.1.0/24
156.0.155.212,203.0.112.0/24
201.200.53.87,198.51.23.0/27
192.181.56.191,192.175.51.52/31
192.91.25.30,192.88.101.48/29
18.23.147.214,192.0.16.0/21
203.3.103.221,192.102.0.0/15
203.3.213.217,121.188.0.0/15
203.0.125.59,103.0.0.0/8
196.203.81.119,192.31.69.24/29
192.89.18.24,192.0.72.76/30
192.31.199.228,194.38.96.0/21
169.243.238.230,192.52.192.128/28
192.52.192.240,203.250.0.0/16
198.72.124.202,205.70.166.0/25
192.51.164.43,20.149.36.0/22
169.142.84.194,192.137.241.96/27
192.175.58.184,192.52.195.0/26
192.28.164.205,198.49.61.176/29
192.52.224.75,192.31.197.224/27
192.89.200.64,192.175.51.3/32
11.245.65.46,198.51.103.0/24
192.175.49.137,198.17.104.0/21
192.246.230.164,192.31.181.0/24
192.63.178.129,192.8.0.0/13
203.0.120.40,169.238.237.176/28
203.1.92.189,192.175.56.32/27
168.198.93.193,192.88.96.0/23
203.17.79.228,192.29.155.0/27
192.173.58.11,192.30.184.0/27
192.52.246.97,192.175.206.152/29
192.0.46.44,198.51.101.0/29
192.89.57.3,192.48.48.222/31
198.17.207.23,2.85.106.72/30
198.57.153.65,192.0.56.0/23
192.12.252.216,198.34.240.0/20
203.139.128.159,58.235.255.128/25
198.60.212.43,189.151.206.184/29
192.173.185.80,192.88.113.32/27
198.17.37.169,192.0.56.0/22
203.1.17.43,192.174.47.0/27
203.0.112.58,203.0.112.56/29
192.88.118.162,192.0.6.224/27
169.175.130.110,184.0.0.0/8
192.3.244.39,192.88.119.196/32
195.51.71.59,169.208.64.0/18
198.49.253.65,203.169.0.0/16
198.51.102.60,192.175.56.0/22
192.175.34.249,192.52.195.152/29
192.26.112.206,126.236.0.0/18
203.3.13.173,192.0.3.136/29
178.47.176.222,178.47.176.0/20
198.51.103.125,100.37.78.16/28
196.225.180.32,198.51.102.64/27
170.65.170.18,192.52.218.48/28
203.0.192.127,192.88.64.0/19
192.89.244.80,169.183.64.64/26
100.254.185.253,101.47.144.0/22
121.60.162.239,192.169.68.0/28
192.0.229.198,192.1.0.0/18
115.12.108.171,193.90.146.220/30
192.175.49.1,169.250.168.24/31
198.51.112.36,190.32.0.0/14
199.89.226.19,202.40.0.0/14
101.191.254.189,198.51.68.0/26
198.25.72.81,192.28.40.96/27
198.41.215.209,192.0.28.0/22
99.73.70.38,192.7.170.0/23
192.175.58.107,192.173.224.0/19
196.20.249.80,192.3.240.0/20
165.133.62.32,100.224.0.0/11
192.88.102.32,192.52.224.0/23
203.18.106.89,192.175.32.0/20
205.1.116.178,192.31.76.0/22
192.90.93.218,192.2.192.0/22
192.88.197.140,57.230.176.0/21
198.31.42.186,192.22.184.0/21
198.22.129.46,192.31.226.0/27
192.175.33.252,192.225.76.0/23
198.114.7.166,198.22.0.0/15
192.53.202.130,203.24.192.124/32
198.51.64.111,198.21.0.0/16
192.52.214.184,120.6.0.0/16
192.30.233.228,144.0.0.0/6
192.0.3.155,192.31.202.186/31
167.159.99.55,193.182.64.0/20
198.48.129.155,198.43.224.166/31
192.16.80.30,192.88.98.0/24
192.175.46.204,192.14.128.192/26
53.78.15.107,25.154.24.180/30
192.164.25.109,169.227.160.0/22
192.31.22.197,169.248.0.0/16
23.58.227.236,192.161.141.134/32
169.244.14.40,192.6.210.0/25
198.14.30.127,199.76.245.24/31
192.0.6.163,192.94.254.77/32
192.175.179.234,192.174.102.96/28
192.175.187.108,192.115.32.0/20
203.58.202.2,192.31.64.0/22
203.0.112.141,192.175.18.0/28
192.4.84.192,192.23.160.0/20
126.127.223.225,100.44.158.144/28
203.0.150.42,203.0.115.140/30
192.175.54.211,192.52.202.96/27
192.88.102.249,192.33.182.28/31
169.193.129.217,192.53.128.100/30
192.31.192.15,192.52.201.0/28
198.51.103.106,202.17.99.192/26
200.118.104.63,203.0.197.128/27
192.0.1.5,194.0.0.0/7
192.175.44.143,126.236.0.0/14
192.30.91.217,192.0.1.0/24
192.0.56.81,192.52.194.108/30
192.0.8.27,169.134.48.0/21
192.0.7.146,192.175.56.0/26
169.255.218.78,198.157.0.0/16
168.126.46.153,192.2.177.224/27
192.88.157.38,203.17.48.0/25
198.42.237.113,175.120.0.0/13
169.210.255.94,203.0.112.64/28
210.77.186.141,192.27.17.232/30
124.5.252.124,192.32.0.0/13
192.88.108.231,185.255.140.136/29
192.0.10.223,169.252.0.0/15
101.43.191.210,212.68.128.0/18
192.88.109.110,192.62.102.0/28
192.54.115.154,198.54.96.0/19
192.88.148.164,198.6.250.0/24
198.16.83.164,198.94.46.192/27
203.0.115.160,203.16.102.180/31
192.49.62.142,192.52.163.188/30
198.104.160.119,100.44.18.96/27
4.60.1.59,192.11.0.0/16
192.175.58.21,192.91.213.16/28
198.24.246.252,193.17.64.0/19
119.157.126.64,192.89.212.0/22
198.4.4.51,169.174.128.0/18
112.143.254.107,203.3.30.64/26
202.187.70.241,198.51.102.56/29
198.51.44.98,23.128.0.0/10
192.124.150.81,100.0.0.0/11
169.255.104.209,192.31.200.32/27
122.161.133.164,200.11.15.128/28
203.0.119.147,192.174.96.0/19
192.0.13.134,198.51.64.0/19
15.235.62.19,203.0.52.0/22
100.254.66.211,207.64.0.0/10
21.169.51.105,42.164.104.0/23
192.175.50.63,100.162.52.0/26
169.232.147.94,192.17.132.0/22
198.61.158.159,192.31.200.0/26
186.65.138.221,195.34.196.32/28
203.0.99.233,192.160.0.0/14
198.55.61.47,203.0.0.0/18
193.197.41.24,136.53.128.0/17
203.0.48.229,192.31.64.0/18
192.60.20.143,100.130.86.48/28
221.62.195.195,193.64.0.0/10
169.253.18.11,124.171.34.0/24
106.178.141.92,198.62.93.28/30
203.2.177.72,161.54.168.16/29
192.31.214.123,192.28.139.102/31
192.27.71.229,192.81.123.144/28
203.60.26.114,192.2.0.0/15
198.201.224.161,192.88.12.0/22
101.160.0.238,101.160.0.0/14
63.41.203.145,192.88.98.178/32
203.0.117.137,192.89.192.0/19
5.163.216.162,192.175.19.162/32
198.51.103.246,207.228.0.0/15
198.51.99.91,192.31.193.182/32
192.175.39.64,192.59.115.0/24
199.254.60.115,192.19.245.240/30
173.139.250.244,192.3.35.16/29
124.208.227.66,192.0.62.92/30
192.175.49.179,193.153.227.186/31
192.29.171.184,192.53.102.142/31
192.88.109.87,193.103.0.0/16
192.31.207.179,198.183.12.0/22
192.88.108.49,192.31.198.128/26
198.51.14.178,198.51.37.192/27
198.51.88.13,192.152.0.0/13
192.91.38.124,198.12.0.0/14
198.51.117.232,198.51.102.0/25
125.24.231.14,120.0.0.0/6
192.28.70.204,203.11.165.0/25
203.0.105.251,203.0.32.0/19
192.175.21.199,198.50.24.0/21
192.50.97.74,192.41.212.0/23
203.2.185.26,192.171.0.0/18
124.246.125.109,100.165.0.0/18
7.241.210.208,192.88.107.0/24
198.51.214.116,198.17.64.0/18
2.78.233.3,213.64.0.0/10
169.255.195.5,192.114.184.0/25
192.88.96.231,203.0.117.128/25
192.31.197.92,100.250.200.0/21
198.53.35.105,67.7.82.0/24
192.82.26.173,94.239.0.0/16
192.0.6.78,203.6.193.74/31
203.11.2.29,203.11.2.29/32
192.168.12.178,203.1.140.64/26
198.12.46.41,208.0.0.0/6
7.57.227.250,97.33.72.0/24
203.0.107.92,192.31.201.0/26
192.0.198.153,192.0.85.128/25
192.31.197.242,203.1.0.0/16
192.31.234.135,200.193.231.0/25
192.175.19.38,100.3.160.0/19
192.0.206.106,202.111.0.0/19
1.70.198.42,192.31.199.152/29
100.140.204.228,138.128.0.0/9
137.16.27.212,192.31.205.88/29
203.0.117.100,202.37.172.94/32
203.0.66.152,203.227.111.192/26
192.52.192.9,198.17.52.224/27
192.52.195.161,192.2.112.0/23
169.27.103.50,121.104.0.0/13
192.175.46.43,198.51.131.0/24
203.11.117.77,198.49.132.128/27
168.170.85.72,198.51.32.0/20
203.246.138.89,192.0.10.128/26
192.52.195.188,122.158.47.20/32
198.17.85.9,192.88.65.0/29
192.52.199.141,203.93.247.36/31
103.225.112.34,203.1.197.192/26
203.30.106.201,192.31.192.0/30
193.27.52.206,72.0.0.0/6
192.0.11.13,192.31.210.0/23
192.59.173.44,203.0.114.0/24
192.31.244.236,203.2.239.0/27
192.175.44.38,192.29.85.253/32
192.175.49.118,196.239.153.168/29
203.0.85.39,168.64.0.0/10
192.52.130.168,192.31.210.128/26
198.50.38.66,198.52.64.0/18
198.51.248.210,192.31.235.192/26
198.51.103.72,192.0.1.32/27
192.0.19.129,198.51.79.224/27
192.88.96.162,198.25.128.0/18
203.2.36.91,203.0.32.0/20
192.175.49.60,53.134.0.0/17
192.88.100.59,198.51.242.0/23
192.75.123.48,192.174.222.0/23
203.1.231.194,192.28.206.102/32
192.31.44.7,192.31.0.0/18
198.194.210.47,198.51.102.48/30
161.93.215.91,198.62.201.32/27
106.44.213.22,168.175.223.0/24
169.250.240.224,192.2.170.52/32
192.53.115.234,203.97.96.0/19
192.88.96.244,203.53.71.16/28
192.52.95.8,100.185.128.0/17
192.30.98.132,198.21.122.0/24
192.175.32.55,192.88.106.128/25
169.255.76.182,192.6.29.24/32
192.87.167.5,192.0.27.128/25
192.0.1.226,192.6.208.0/23
192.0.1.201,1.0.0.0/8
192.88.21.139,7.154.84.0/24
192.52.192.53,192.0.6.128/27
192.110.119.59,192.52.68.0/22
98.167.95.131,192.175.53.248/29
192.173.241.164,192.93.45.14/32
192.180.124.82,203.0.128.0/17
198.51.85.33,192.95.144.0/20
192.31.197.214,198.59.53.128/25
192.88.123.173,203.0.119.0/24
200.231.81.93,203.0.224.0/21
192.93.182.253,192.85.249.192/26
192.53.124.168,192.235.160.0/21
203.0.61.212,192.0.25.0/27
198.51.121.124,176.0.0.0/4
192.82.217.163,192.31.69.64/27
198.21.158.76,198.51.96.0/26
100.168.59.196,192.175.60.110/32
192.88.98.34,203.3.31.246/31
192.52.110.169,5.240.167.0/26
192.175.65.217,192.0.1.179/32
198.51.123.251,192.175.56.0/21
198.17.51.12,192.112.128.0/17
203.6.52.207,185.54.0.0/15
192.15.47.0,175.142.8.0/21
192.89.115.242,198.205.17.64/28
201.47.39.136,203.0.72.160/27
133.210.7.250,203.13.192.192/28
198.20.111.91,206.248.0.0/15
192.51.213.108,124.224.0.0/12
203.0.112.13,171.144.0.0/12
192.88.65.16,1.62.156.120/29
170.153.58.44,192.53.192.0/18
114.237.45.216,192.88.0.0/20
192.0.169.185,192.6.208.0/20
124.119.100.82,192.1.0.0/16
203.47.233.28,203.118.0.0/16
192.48.180.81,169.253.192.0/18
192.0.11.222,203.6.112.0/20
100.232.138.121,192.0.32.0/20
203.2.193.145,198.51.119.144/31
192.88.17.55,192.92.105.128/25
192.234.174.230,192.88.143.0/24
203.0.112.73,192.88.226.192/26
192.175.49.79,198.22.122.128/25
192.31.202.127,192.88.222.152/31
192.50.245.226,192.52.195.128/25
198.51.80.169,192.175.49.12/31
201.26.71.9,198.28.150.64/26
162.73.117.111,192.54.9.64/28
192.53.104.234,198.55.160.0/20
203.12.9.115,98.128.0.0/9
192.31.202.231,198.51.101.0/24
203.0.115.29,192.0.31.0/27
203.0.40.178,192.0.3.0/25
169.149.28.229,192.175.30.164/31
3.176.41.104,192.31.195.220/30
167.41.9.104,192.1.173.128/27
192.52.203.114,192.31.197.128/25
192.28.89.209,192.0.5.208/29
192.31.199.242,192.88.104.0/21
203.6.137.175,203.9.128.0/17
203.45.70.42,4.98.20.216/29
192.52.199.137,203.176.0.0/12
192.175.225.207,124.96.0.0/11
192.0.22.242,103.132.128.0/20
192.175.49.157,169.183.0.0/17
192.139.222.98,6.24.0.0/15
192.63.207.22,198.20.0.0/16
9.4.72.95,192.0.127.80/28
198.51.127.106,192.52.198.196/30
192.31.197.12,185.77.96.0/22
194.189.145.222,1.248.0.0/13
192.94.239.21,192.52.239.200/29
14.247.9.207,101.210.139.196/30
192.88.102.127,192.88.106.0/23
192.31.199.215,192.85.76.24/29
192.24.137.123,192.70.240.84/32
192.88.101.86,198.15.106.0/26
126.83.179.5,192.32.220.248/29
169.250.87.95,192.31.58.240/30
116.148.234.251,2.0.0.0/8
192.175.49.66,192.52.129.128/27
169.246.91.10,198.218.128.0/17
198.51.116.80,192.88.96.212/30
169.160.95.225,192.31.200.0/22
96.121.226.97,203.0.119.209/32
192.0.218.27,196.0.0.0/8
192.25.2.157,192.20.104.232/30
192.88.96.223,100.61.0.0/16
192.35.42.79,1.99.254.0/23
192.175.17.225,11.128.0.0/9
198.51.62.178,192.88.96.0/24
198.50.128.151,203.35.7.32/27
203.13.176.103,198.0.0.0/12
192.52.199.25,192.52.124.80/30
198.51.99.190,192.4.0.0/15
198.51.119.152,192.52.192.0/25
203.0.115.5,192.88.104.0/21
169.253.50.68,203.0.115.158/31
192.31.216.170,203.3.64.0/18
101.158.246.228,101.158.246.16/28
203.2.66.233,192.0.73.101/32
170.12.160.101,192.6.4.0/24
192.20.242.118,192.175.50.8/32
192.172.89.120,192.54.67.160/29
192.31.197.6,192.1.164.69/32
192.52.219.140,114.72.116.128/27
192.175.62.184,192.59.219.164/30
192.174.33.127,116.42.136.72/29
200.63.137.248,192.0.15.0/25
192.2.140.70,192.31.197.233/32
126.96.89.214,199.64.0.0/11
192.88.38.49,198.53.96.0/19
169.230.80.174,192.24.169.80/28
198.13.4.56,198.16.133.0/27
192.52.171.203,192.190.0.0/15
194.80.221.178,216.74.0.0/15
203.51.236.221,198.17.215.64/26
203.2.239.103,4.62.17.128/27
198.11.149.127,203.1.26.204/32
169.253.108.226,203.0.118.0/23
192.1.115.252,9.0.0.0/8
192.175.54.133,183.143.112.0/21
100.39.13.0,192.175.51.213/32
191.63.8.145,192.175.54.192/28
202.231.123.175,199.178.231.128/26
192.82.27.21,73.128.0.0/10
198.51.116.6,192.88.26.64/27
192.52.198.172,169.255.0.0/16
192.28.85.6,116.0.0.0/6
100.176.109.247,98.160.0.0/11
2.104.115.190,196.128.0.0/10
179.185.140.166,100.225.0.0/19
203.0.37.24,192.52.192.144/28
169.255.217.4,192.175.44.0/22
203.0.96.85,192.28.73.0/24
91.112.201.167,203.4.51.88/29
192.53.182.214,169.183.159.144/29
141.167.97.88,192.31.202.8/29
163.68.36.2,103.101.60.0/22
196.35.243.126,62.132.52.0/23
198.51.59.53,67.32.0.0/12
192.175.25.46,198.8.159.32/27
203.0.127.233,193.231.90.112/28
198.16.161.158,192.2.0.0/17
192.1.109.231,192.1.26.0/24
192.0.57.155,198.181.128.0/17
198.52.76.131,198.51.0.0/20
106.198.185.247,198.23.223.176/29
192.0.205.100,8.0.0.0/10
192.26.56.179,203.41.0.0/16
192.51.186.225,203.0.114.237/32
169.89.251.27,192.175.15.128/27
192.164.116.128,198.51.90.128/32
192.88.135.232,198.51.102.0/24
203.0.244.233,192.0.14.192/28
192.0.4.36,192.175.138.0/23
192.52.194.100,192.172.248.0/21
193.232.115.170,203.0.2.103/32
103.55.217.90,103.55.217.88/29
198.51.78.144,203.0.122.144/29
203.0.96.145,169.200.0.0/18
198.51.97.132,192.175.32.0/20
156.90.130.223,192.88.104.56/29
169.92.176.108,192.2.115.160/27
198.56.15.110,192.31.176.0/21
203.0.98.162,196.96.0.0/11
192.90.10.214,192.88.100.160/28
192.88.55.134,169.60.128.0/17
198.51.96.34,192.52.201.128/25
169.255.16.42,192.31.197.0/28
198.51.101.107,108.128.0.0/9
192.1.10.244,192.0.128.0/17
198.43.1.165,198.43.1.164/30
192.80.97.56,192.80.0.0/14
214.167.98.46,192.31.246.200/30
192.49.116.22,192.0.12.0/23
192.31.206.115,111.240.0.0/13
168.135.24.62,198.26.77.128/25
198.51.101.32,203.101.192.0/20
203.0.97.163,192.175.208.0/21
203.0.99.68,132.129.60.52/31
192.0.157.50,192.184.0.0/13
100.0.1.149,192.31.200.128/28
170.110.93.51,192.30.128.0/17
